date_t,order,symbol,size,price,fillprice,slippage,slippage_percent,provider,protocol
"2018-03-12 21:57:21.6380",13517710,USDCHF,100000,0.94766,0.94572,0.0019399999999999418,0.0020471477112043793,divisa_nz_j_2,hotspot
"2018-03-05 07:18:00.3880",13314508,EURUSD,100000,1.22766,1.22742,0.00024000000000001798,0.000195493866379957,divisa_nz_j_2,hotspot
"2018-02-28 09:58:26.1560",13258197,EURUSD,100000,1.22215,1.22196,0.0001900000000001345,0.00015546373194790696,divisa_nz_j_2,hotspot
"2018-03-08 13:50:01.0020",13381757,EURUSD,100000,1.23935,1.23925,0.00009999999999998899,0.00008068745713477952,divisa_nz_j_2,hotspot
"2018-03-01 19:30:00.4390",13291250,EURUSD,100000,1.22264,1.22273,-0.00009000000000014552,0.00007361120198925728,divisa_nz_j_2,hotspot
"2018-02-27 15:31:00.1470",13244458,EURUSD,90000,1.22638,1.22647,-0.00008999999999992347,0.00007338671537363906,divisa_nz_j_2,hotspot
"2018-03-02 05:31:08.9340",13295995,EURUSD,100000,1.22756,1.22765,-0.00008999999999992347,0.00007331617191821457,divisa_nz_j_2,hotspot
"2018-02-26 14:04:09.2510",13224390,EURUSD,100000,1.23052,1.23061,-0.00008999999999992347,0.00007313981081162717,divisa_nz_j_2,hotspot
"2018-03-01 14:30:00.1560",13283244,EURUSD,100000,1.21767,1.21774,-0.0000700000000000145,0.00005748683961994177,divisa_nz_j_2,hotspot
"2018-02-28 06:13:00.4320",13254602,EURUSD,100000,1.22219,1.22212,0.0000700000000000145,0.000057274237229902464,divisa_nz_j_2,hotspot
